Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,105,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/WpfApp;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,105,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/WpfApp;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,88,50,T:System.Windows.Controls.ComboBox,,,,,cbAbteilung
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,80,50,T:System.Windows.Controls.ComboBox,,,,,cbGeschlecht
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,72,52,T:System.Windows.Controls.DatePicker,,,,,dpGeburtsdatum
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,64,49,T:System.Windows.Controls.TextBox,,,,,txtVorname
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,56,49,T:System.Windows.Controls.TextBox,,,,,txtNachname
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,48,52,T:System.Windows.Controls.StackPanel,,,,,spVerbindungseinstellungen
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\MainWindow.xaml.cs,6,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();              //DataContext = new MainViewModel(); // ← ViewModel setzen          }
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\MainWindow.xaml.cs,6,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();              //DataContext = new MainViewModel(); // ← ViewModel setzen          }
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,43,83,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\MainWindow.xaml.cs,4,38,T:System.Windows.Window,,,,,Window
